"Iteration","cD Monitor: cD Monitor"
1.0,1.662005194262503
2.0,1.047897715745057
3.0,0.2874373485606292
4.0,0.1447326335155915
5.0,0.04846450648251634
6.0,0.02419910536437984
7.0,0.016693675968630264
8.0,0.01749483056673686
9.0,0.024550480606735557
10.0,0.033600268553811916
11.0,0.04062843646401354
12.0,0.04092644639869833
13.0,0.04243622221497181
14.0,0.042002000774415855
15.0,0.04111951800472736
16.0,0.0397978382023412
17.0,0.03791800718432786
18.0,0.03615546124935754
19.0,0.034639953424457734
20.0,0.033541358139167296
21.0,0.032858011913849135
22.0,0.03250972126769617
23.0,0.03240377872508399
24.0,0.03240478652047517
25.0,0.03240410781932264
26.0,0.032350421166635376
27.0,0.03221309245409004
28.0,0.03199717492000753
29.0,0.03174018013033687
30.0,0.03146832767852403
31.0,0.031195320645402588
32.0,0.030949336773780756
33.0,0.03072649245821599
34.0,0.030532746730880866
35.0,0.030356430472307572
36.0,0.03020779559581324
37.0,0.030082727149144506
38.0,0.029985213631624156
39.0,0.029906650668605133
40.0,0.02984198670451092
41.0,0.029785643157108858
42.0,0.029737769677552137
43.0,0.029699450064791702
44.0,0.029661870349805903
45.0,0.029630745767439036
46.0,0.029622103649691613
47.0,0.02954598002931692
48.0,0.02953191025699791
49.0,0.029447377920630652
50.0,0.0294241763863397
51.0,0.029360508164261216
52.0,0.029285927361777823
53.0,0.02920249555236943
54.0,0.029116948858321914
55.0,0.02902758765735832
56.0,0.028930708315439063
57.0,0.028829598865557998
58.0,0.02872618818320626
59.0,0.028619382494818723
60.0,0.02851011550223867
61.0,0.02840160199045924
62.0,0.028294142061882663
63.0,0.0281842047053563
64.0,0.028077191361843102
65.0,0.02796947196895494
66.0,0.02791782505978652
67.0,0.027716677773359285
68.0,0.027684545799424767
69.0,0.027540137739579734
70.0,0.027493170511213257
71.0,0.027306334250148046
72.0,0.027273500581956846
73.0,0.027145391732318818
74.0,0.02709920244793011
75.0,0.026947444168126833
76.0,0.02690468918245749
77.0,0.026767715175188885
78.0,0.02672820642423374
79.0,0.026599809806818933
80.0,0.02656220071362394
81.0,0.026439946198579353
82.0,0.026404281216921968
83.0,0.026288422107678466
84.0,0.026254677470413587
85.0,0.02614833155310878
86.0,0.026116749166675078
87.0,0.026015360674262817
88.0,0.02598590518320652
89.0,0.025891366165389857
90.0,0.025864044484712433
91.0,0.02577765177408679
92.0,0.0257525318238443
93.0,0.025672346668981102
94.0,0.02564910389523344
95.0,0.025573895497488758
96.0,0.025552672917261408
97.0,0.025484164725041808
98.0,0.025464536667782166
99.0,0.025401786145873288
100.0,0.02538359915363473
101.0,0.025324800440582093
102.0,0.025308074554176406
103.0,0.02525461323826035
104.0,0.025239461385937023
105.0,0.025190573946092268
106.0,0.025176873659393514
107.0,0.025132375490357885
108.0,0.025120132360566594
109.0,0.02508007111826737
110.0,0.02506887679615525
111.0,0.025031851881210314
112.0,0.025021899421929263
113.0,0.024989745004600633
114.0,0.024980883533987787
115.0,0.024965881501432516
116.0,0.024930074994167842
117.0,0.024923761117930057
118.0,0.024912700096632448
119.0,0.024886522292776908
120.0,0.024881569058774082
121.0,0.02487238462770737
122.0,0.024850230659774313
123.0,0.024846301267305547
124.0,0.02483870734406554
125.0,0.02482019765865833
126.0,0.024817401482655516
127.0,0.024811549080745156
128.0,0.024797290528901304
129.0,0.024795343419032362
130.0,0.024790497960612404
131.0,0.024779439718003206
132.0,0.02477841240761909
133.0,0.02477472871605195
134.0,0.024766804892576585
135.0,0.02476600636448935
136.0,0.02476270439293892
137.0,0.024755819128227864
138.0,0.024755500581141357
139.0,0.024753095792336192
140.0,0.024749042621283794
141.0,0.02474941100674731
142.0,0.024747666852975594
143.0,0.024744970248880782
144.0,0.024745728314744586
145.0,0.024744277019821896
146.0,0.02474275985625035
147.0,0.024743569596361162
148.0,0.024742438925781665
149.0,0.02474118993357545
150.0,0.02474212080576342
151.0,0.024741205724192222
152.0,0.02474094603066678
153.0,0.02474203779550168
