"Iteration","cL Monitor: cL Monitor"
1.0,4.572326111598281
2.0,2.7691799217350748
3.0,0.7673966881409324
4.0,0.3547442126127555
5.0,0.026736059652319406
6.0,-0.02639439252308002
7.0,-0.018554913607181013
8.0,0.02574539458096439
9.0,0.10241123693126246
10.0,0.17451246279329624
11.0,0.22515406602876178
12.0,0.23705799025546023
13.0,0.2552620942088576
14.0,0.2600667387855198
15.0,0.2653384250704468
16.0,0.26794210375661554
17.0,0.27122082454735386
18.0,0.2748223549066997
19.0,0.2787031832276993
20.0,0.28318821484842166
21.0,0.28817823916528984
22.0,0.2937590750199803
23.0,0.2997566049375732
24.0,0.3057906213240926
25.0,0.31145823920126203
26.0,0.3166267879492536
27.0,0.32125836627821025
28.0,0.3253639681138697
29.0,0.32917256707635584
30.0,0.3327359536689894
31.0,0.3360233446149545
32.0,0.3391398541705648
33.0,0.3420581993006518
34.0,0.34482334454588104
35.0,0.3474515613205416
36.0,0.34981790851432554
37.0,0.35201938127951204
38.0,0.3541074870163608
39.0,0.3560617475655019
40.0,0.3578718897076677
41.0,0.3595429786731439
42.0,0.36109573503600556
43.0,0.36257587508825506
44.0,0.36394786186494577
45.0,0.36525848082091505
46.0,0.36627480115152317
47.0,0.3676233866987946
48.0,0.36857087515481896
49.0,0.3697842252693284
50.0,0.37062755638269806
51.0,0.3715404953421608
52.0,0.37244878887881155
53.0,0.3733050486332862
54.0,0.3741266246673103
55.0,0.3749113145929225
56.0,0.3756243317485707
57.0,0.37629713384157176
58.0,0.3769420185414335
59.0,0.37756249137520653
60.0,0.37817015716220787
61.0,0.37875024889731296
62.0,0.37932598807513035
63.0,0.37987207350919033
64.0,0.38040976977393787
65.0,0.3809240998284511
66.0,0.3811505425932511
67.0,0.38221385857009144
68.0,0.38233487816374184
69.0,0.382835347057109
70.0,0.38302016853531434
71.0,0.3838826034737796
72.0,0.3839804445824855
73.0,0.3844097773064664
74.0,0.38456388981036127
75.0,0.3851415531423091
76.0,0.3852944101672537
77.0,0.38585483817623123
78.0,0.3859930181685201
79.0,0.3864835315830732
80.0,0.3866051297185332
81.0,0.3870426817913812
82.0,0.38715533560191384
83.0,0.38756044713301097
84.0,0.38766527234187964
85.0,0.3880581738312868
86.0,0.3881594450927064
87.0,0.3885230804185051
88.0,0.38862024246101107
89.0,0.38896853518685576
90.0,0.3890625403773052
91.0,0.38940030670184506
92.0,0.3894915712507163
93.0,0.38981778847255194
94.0,0.38990467344686086
95.0,0.39021089817240495
96.0,0.39029547305195444
97.0,0.3905951682524898
98.0,0.3906768422274802
99.0,0.39096953904443293
100.0,0.39104982748787587
101.0,0.3913294422507378
102.0,0.39140826363725634
103.0,0.3916863329325909
104.0,0.391765569500145
105.0,0.39204141335416626
106.0,0.3921177468214798
107.0,0.3923868434099782
108.0,0.39246404169570803
109.0,0.39273347269633174
110.0,0.3928104239940165
111.0,0.393074146500184
112.0,0.39315214254840297
113.0,0.39342064150252165
114.0,0.3934982227978655
115.0,0.39361034020218444
116.0,0.3939573046115382
117.0,0.39403972062353576
118.0,0.39415081000571045
119.0,0.39450250689513316
120.0,0.39458425334173486
121.0,0.39469305222313994
122.0,0.3950294032197525
123.0,0.3951108655022193
124.0,0.395220194835188
125.0,0.3955517088227993
126.0,0.3956350689479049
127.0,0.3957463689813234
128.0,0.3960878045075693
129.0,0.3961718381445188
130.0,0.39628197081444677
131.0,0.3966226643437021
132.0,0.3967083070786843
133.0,0.39682148328516254
134.0,0.39716864968367693
135.0,0.39725179937687055
136.0,0.39736169154216644
137.0,0.3976998707877195
138.0,0.3977827895263638
139.0,0.3978920297242316
140.0,0.39822962136657564
141.0,0.3983130128357234
142.0,0.3984224699472615
143.0,0.39876110732511455
144.0,0.3988438727851212
145.0,0.3989517901646777
146.0,0.39928985415228757
147.0,0.3993698758666038
148.0,0.3994753569532655
149.0,0.3998001848636189
150.0,0.3998786560426772
151.0,0.39998152625026034
152.0,0.40030525304003195
153.0,0.40038175299741646
154.0,0.4004834116925094
155.0,0.4008009598175163
156.0,0.40087585657853597
157.0,0.4009732682736831
158.0,0.4012832948038709
159.0,0.4013548615414707
160.0,0.40144999278398324
161.0,0.40174906049469955
162.0,0.4018183969430193
163.0,0.40190946870962063
164.0,0.4022007144192369
165.0,0.40226745425352034
166.0,0.4023569240897183
167.0,0.4026404477457301
168.0,0.4027031876908476
169.0,0.4029184238513756
170.0,0.4029752078250534
171.0,0.4031772168049177
172.0,0.4032317494984462
173.0,0.4034344662956081
174.0,0.4034894918555587
175.0,0.40369186000158785
176.0,0.40374697538647747
177.0,0.40395238493082825
178.0,0.4040061221523463
179.0,0.40420662698783205
180.0,0.404258625479956
181.0,0.4044500154088042
182.0,0.4044991370782253
183.0,0.40468389856123693
184.0,0.40473323315716275
185.0,0.40491598047787125
186.0,0.4049639249103154
187.0,0.4051403211755592
188.0,0.4051861283827968
189.0,0.40535681495307074
190.0,0.4054005902782674
191.0,0.4055660436847396
192.0,0.40560873920799867
193.0,0.4057716395162574
194.0,0.4058134768013117
195.0,0.40596900711289874
196.0,0.406010046305878
197.0,0.40616245190543365
198.0,0.4062029063593704
199.0,0.40635242723857107
200.0,0.4063916366957366
201.0,0.4065368455161482
202.0,0.4065744134983734
203.0,0.4067159190522204
204.0,0.40675297077523076
205.0,0.4068873201136293
206.0,0.40692287566860097
207.0,0.40705514381688496
208.0,0.40709010712732524
209.0,0.40722032797347957
210.0,0.4072542230464008
211.0,0.4073806473936208
212.0,0.4074137155901266
213.0,0.40753421774404375
214.0,0.40756672435922603
215.0,0.40768636639286276
216.0,0.40771814674958573
217.0,0.4078356035408317
218.0,0.4078663452132347
219.0,0.407978208121626
220.0,0.40800784975465826
221.0,0.40811603638803223
222.0,0.40814574631580514
223.0,0.40825504359684056
224.0,0.4082839733434551
225.0,0.40838872297311846
226.0,0.4084171488572916
227.0,0.4085190325355632
228.0,0.40854676898102754
229.0,0.4086462679768909
230.0,0.40867357189007003
231.0,0.4087722754203905
232.0,0.4087989698178295
233.0,0.4088944770908148
234.0,0.40892011460872546
235.0,0.40901256784350687
236.0,0.4090379103506442
237.0,0.40912902479466756
238.0,0.40915420384093754
239.0,0.4092442158514461
240.0,0.4092689375586271
241.0,0.4093564678062593
242.0,0.40938042526264057
243.0,0.40946612557164386
244.0,0.40948992262865874
245.0,0.40957383916915785
246.0,0.4095966666936083
247.0,0.4096795557249483
248.0,0.4097018799035157
249.0,0.40978029639814056
250.0,0.4098020668085544
251.0,0.4098801158826293
252.0,0.4099013629425215
253.0,0.4099780444726727
254.0,0.4099988751513453
255.0,0.41007280382653266
256.0,0.41009379302174154
257.0,0.4101675684635068
258.0,0.4101878811479355
259.0,0.4102596690842099
260.0,0.4102792455396946
261.0,0.4103481223174678
262.0,0.41036744830679983
263.0,0.41043492039986684
264.0,0.4104536799657485
265.0,0.4105195416281395
266.0,0.41053791349322294
267.0,0.41060271630113504
268.0,0.41062032484571787
269.0,0.41068197446982974
270.0,0.41069929695830326
271.0,0.4107601187388948
272.0,0.4107771580217118
273.0,0.4108371791955947
274.0,0.4108537165092655
275.0,0.41091183151586147
276.0,0.410927951662015
277.0,0.4109835231976548
278.0,0.41099929566644744
279.0,0.41105392154765646
280.0,0.4110689764256334
281.0,0.4111225339670191
282.0,0.41113726146795254
283.0,0.4111886828404107
284.0,0.4112030770756329
285.0,0.4112534683274211
286.0,0.4112671544180492
287.0,0.41131611799383405
288.0,0.41132949293282317
289.0,0.41137643670915436
290.0,0.41138958637308715
291.0,0.41143528069756063
292.0,0.41144801988099833
293.0,0.41149333000638294
294.0,0.4115055006062794
295.0,0.4115489848600514
296.0,0.4115610335525391
297.0,0.4116032629345374
298.0,0.41161473101088425
299.0,0.41165494931696595
300.0,0.4116660280422858
301.0,0.41170480840512896
302.0,0.4117157533388551
303.0,0.4117547976990533
304.0,0.41176551316036003
305.0,0.41178039137074546
306.0,0.4118278854404529
307.0,0.41183878883180325
308.0,0.4118533357537981
309.0,0.41189855673372056
310.0,0.4119088304681854
311.0,0.41192196768809386
312.0,0.41196300991310386
313.0,0.4119722270594824
314.0,0.4119842807177635
315.0,0.41202207329994106
316.0,0.41203070503802547
317.0,0.41204227709272667
318.0,0.41207914780023897
319.0,0.4120876849234699
320.0,0.4120990026845065
321.0,0.41213451902880566
322.0,0.41214257411198896
323.0,0.4121530996324157
324.0,0.4121865704004335
325.0,0.4121944372034764
326.0,0.41220484029368304
327.0,0.412236946764457
328.0,0.41224435345362487
329.0,0.41225387442503547
330.0,0.41228385045738225
331.0,0.4122906826919966
332.0,0.4122996560640602
333.0,0.41232785022506596
334.0,0.4123345238498111
335.0,0.4123431390562857
336.0,0.4123707287469026
337.0,0.41237706805547375
338.0,0.41238523455392795
